id,year_type_id,사고유형대분류,사고유형중분류,구분,시간대,값
3348,2021,차대사람,횡단중,사고[건],00~02시,300
3349,2021,차대사람,횡단중,사고[건],02~04시,111
3350,2021,차대사람,횡단중,사고[건],04~06시,314
3351,2021,차대사람,횡단중,사고[건],06~08시,774
3352,2021,차대사람,횡단중,사고[건],08~10시,1250
3353,2021,차대사람,횡단중,사고[건],10~12시,1094
3354,2021,차대사람,횡단중,사고[건],12~14시,1206
3355,2021,차대사람,횡단중,사고[건],14~16시,1334
3356,2021,차대사람,횡단중,사고[건],16~18시,1588
3357,2021,차대사람,횡단중,사고[건],18~20시,2188
3358,2021,차대사람,횡단중,사고[건],20~22시,1676
3359,2021,차대사람,횡단중,사고[건],22~24시,932
3360,2021,차대사람,횡단중,사망[명],00~02시,19
3361,2021,차대사람,횡단중,사망[명],02~04시,17
3362,2021,차대사람,횡단중,사망[명],04~06시,37
3363,2021,차대사람,횡단중,사망[명],06~08시,47
3364,2021,차대사람,횡단중,사망[명],08~10시,45
3365,2021,차대사람,횡단중,사망[명],10~12시,32
3366,2021,차대사람,횡단중,사망[명],12~14시,27
3367,2021,차대사람,횡단중,사망[명],14~16시,30
3368,2021,차대사람,횡단중,사망[명],16~18시,26
3369,2021,차대사람,횡단중,사망[명],18~20시,76
3370,2021,차대사람,횡단중,사망[명],20~22시,54
3371,2021,차대사람,횡단중,사망[명],22~24시,35
3372,2021,차대사람,횡단중,부상[명],00~02시,310
3373,2021,차대사람,횡단중,부상[명],02~04시,108
3374,2021,차대사람,횡단중,부상[명],04~06시,290
3375,2021,차대사람,횡단중,부상[명],06~08시,746
3376,2021,차대사람,횡단중,부상[명],08~10시,1273
3377,2021,차대사람,횡단중,부상[명],10~12시,1117
3378,2021,차대사람,횡단중,부상[명],12~14시,1233
3379,2021,차대사람,횡단중,부상[명],14~16시,1358
3380,2021,차대사람,횡단중,부상[명],16~18시,1665
3381,2021,차대사람,횡단중,부상[명],18~20시,2262
3382,2021,차대사람,횡단중,부상[명],20~22시,1773
3383,2021,차대사람,횡단중,부상[명],22~24시,986
3384,2021,차대사람,차도통행중,사고[건],00~02시,98
3385,2021,차대사람,차도통행중,사고[건],02~04시,54
3386,2021,차대사람,차도통행중,사고[건],04~06시,85
3387,2021,차대사람,차도통행중,사고[건],06~08시,151
3388,2021,차대사람,차도통행중,사고[건],08~10시,313
3389,2021,차대사람,차도통행중,사고[건],10~12시,333
3390,2021,차대사람,차도통행중,사고[건],12~14시,360
3391,2021,차대사람,차도통행중,사고[건],14~16시,399
3392,2021,차대사람,차도통행중,사고[건],16~18시,508
