id,year_type_id,사고유형대분류,사고유형중분류,구분,시간대,값
2412,2019,차대사람,횡단중,사고[건],00~02시,767
2413,2019,차대사람,횡단중,사고[건],02~04시,379
2414,2019,차대사람,횡단중,사고[건],04~06시,571
2415,2019,차대사람,횡단중,사고[건],06~08시,1003
2416,2019,차대사람,횡단중,사고[건],08~10시,1780
2417,2019,차대사람,횡단중,사고[건],10~12시,1404
2418,2019,차대사람,횡단중,사고[건],12~14시,1498
2419,2019,차대사람,횡단중,사고[건],14~16시,1934
2420,2019,차대사람,횡단중,사고[건],16~18시,2165
2421,2019,차대사람,횡단중,사고[건],18~20시,3037
2422,2019,차대사람,횡단중,사고[건],20~22시,2161
2423,2019,차대사람,횡단중,사고[건],22~24시,1402
2424,2019,차대사람,횡단중,사망[명],00~02시,40
2425,2019,차대사람,횡단중,사망[명],02~04시,29
2426,2019,차대사람,횡단중,사망[명],04~06시,63
2427,2019,차대사람,횡단중,사망[명],06~08시,68
2428,2019,차대사람,횡단중,사망[명],08~10시,39
2429,2019,차대사람,횡단중,사망[명],10~12시,46
2430,2019,차대사람,횡단중,사망[명],12~14시,37
2431,2019,차대사람,횡단중,사망[명],14~16시,39
2432,2019,차대사람,횡단중,사망[명],16~18시,44
2433,2019,차대사람,횡단중,사망[명],18~20시,110
2434,2019,차대사람,횡단중,사망[명],20~22시,88
2435,2019,차대사람,횡단중,사망[명],22~24시,49
2436,2019,차대사람,횡단중,부상[명],00~02시,805
2437,2019,차대사람,횡단중,부상[명],02~04시,393
2438,2019,차대사람,횡단중,부상[명],04~06시,527
2439,2019,차대사람,횡단중,부상[명],06~08시,970
2440,2019,차대사람,횡단중,부상[명],08~10시,1811
2441,2019,차대사람,횡단중,부상[명],10~12시,1412
2442,2019,차대사람,횡단중,부상[명],12~14시,1531
2443,2019,차대사람,횡단중,부상[명],14~16시,2001
2444,2019,차대사람,횡단중,부상[명],16~18시,2226
2445,2019,차대사람,횡단중,부상[명],18~20시,3126
