id,year_type_id,사고유형대분류,사고유형중분류,구분,시간대,값
1008,2016,차대사람,횡단중,사고[건],00~02시,1434
1009,2016,차대사람,횡단중,사고[건],02~04시,719
1010,2016,차대사람,횡단중,사고[건],04~06시,896
1011,2016,차대사람,횡단중,사고[건],06~08시,1498
1012,2016,차대사람,횡단중,사고[건],08~10시,2419
1013,2016,차대사람,횡단중,사고[건],10~12시,1953
1014,2016,차대사람,횡단중,사고[건],12~14시,2105
1015,2016,차대사람,횡단중,사고[건],14~16시,2600
1016,2016,차대사람,횡단중,사고[건],16~18시,3108
1017,2016,차대사람,횡단중,사고[건],18~20시,4236
1018,2016,차대사람,횡단중,사고[건],20~22시,3433
1019,2016,차대사람,횡단중,사고[건],22~24시,2422
1020,2016,차대사람,횡단중,사망[명],00~02시,93
1021,2016,차대사람,횡단중,사망[명],02~04시,52
1022,2016,차대사람,횡단중,사망[명],04~06시,108
1023,2016,차대사람,횡단중,사망[명],06~08시,99
1024,2016,차대사람,횡단중,사망[명],08~10시,56
1025,2016,차대사람,횡단중,사망[명],10~12시,79
1026,2016,차대사람,횡단중,사망[명],12~14시,59
1027,2016,차대사람,횡단중,사망[명],14~16시,43
1028,2016,차대사람,횡단중,사망[명],16~18시,75
1029,2016,차대사람,횡단중,사망[명],18~20시,167
1030,2016,차대사람,횡단중,사망[명],20~22시,157
1031,2016,차대사람,횡단중,사망[명],22~24시,97
1032,2016,차대사람,횡단중,부상[명],00~02시,1480
1033,2016,차대사람,횡단중,부상[명],02~04시,734
1034,2016,차대사람,횡단중,부상[명],04~06시,831
1035,2016,차대사람,횡단중,부상[명],06~08시,1442
1036,2016,차대사람,횡단중,부상[명],08~10시,2465
1037,2016,차대사람,횡단중,부상[명],10~12시,1944
1038,2016,차대사람,횡단중,부상[명],12~14시,2147
1039,2016,차대사람,횡단중,부상[명],14~16시,2702
1040,2016,차대사람,횡단중,부상[명],16~18시,3198
1041,2016,차대사람,횡단중,부상[명],18~20시,4318
1042,2016,차대사람,횡단중,부상[명],20~22시,3590
1043,2016,차대사람,횡단중,부상[명],22~24시,2580
1044,2016,차대사람,차도통행중,사고[건],00~02시,210
1045,2016,차대사람,차도통행중,사고[건],02~04시,134
1046,2016,차대사람,차도통행중,사고[건],04~06시,133
1047,2016,차대사람,차도통행중,사고[건],06~08시,180
1048,2016,차대사람,차도통행중,사고[건],08~10시,301
1049,2016,차대사람,차도통행중,사고[건],10~12시,293
1050,2016,차대사람,차도통행중,사고[건],12~14시,313
1051,2016,차대사람,차도통행중,사고[건],14~16시,349
1052,2016,차대사람,차도통행중,사고[건],16~18시,448
1053,2016,차대사람,차도통행중,사고[건],18~20시,530
1054,2016,차대사람,차도통행중,사고[건],20~22시,398
1055,2016,차대사람,차도통행중,사고[건],22~24시,333
1056,2016,차대사람,차도통행중,사망[명],00~02시,10
1057,2016,차대사람,차도통행중,사망[명],02~04시,5
1058,2016,차대사람,차도통행중,사망[명],04~06시,12
1059,2016,차대사람,차도통행중,사망[명],06~08시,4
1060,2016,차대사람,차도통행중,사망[명],08~10시,6
1061,2016,차대사람,차도통행중,사망[명],10~12시,9
